YY,MM,DD,Maximum Temperature,Precipitation,Day Of The Week,Weekday or Weekend,A Public Hoilday,Attendance
2017,7,20,94,0,4,0,0,27500
2017,7,21,93,0,5,0,0,98500
2017,7,22,88,0,6,1,0,136000
2017,7,23,79,1,0,1,0,90000
2017,7,24,74,1,1,0,0,2500
2017,7,25,70,0,2,0,0,2500
2017,7,26,77,0,3,0,0,71000
2017,7,27,77,0,4,0,0,22000
2017,7,28,82,0,5,0,0,72000
2017,7,29,76,0,6,1,0,16000
2017,7,30,80,0,0,1,0,167000
2017,7,31,87,0,1,0,0,30500
2017,8,1,90,0,2,0,0,91500
2017,8,2,85,1,3,0,0,16500
2017,8,3,85,0,4,0,0,15000
2017,8,4,83,1,5,0,0,29000
2017,8,5,80,1,6,1,0,38800
2017,8,6,76,0,0,1,0,123000
2017,8,7,71,1,1,0,0,345
2017,8,8,79,0,2,0,0,14400
2017,8,9,82,0,3,0,0,10500
2017,8,10,84,0,4,0,0,27500
2017,8,11,80,0,5,0,0,24000
2017,8,12,77,1,6,1,0,13600
2017,8,13,84,0,0,1,0,137000
2017,8,14,80,0,1,0,0,14500
2017,8,15,75,1,2,0,0,3000
2017,8,16,85,0,3,0,0,33500
2017,8,17,80,0,4,0,0,50100
2017,8,18,81,1,5,0,0,1500
2017,8,19,87,0,6,1,0,203000
2017,8,20,83,0,0,1,0,206000
2017,8,21,86,0,1,0,0,63000
2017,8,22,88,0,2,0,0,47000
2017,8,23,82,1,3,0,0,43500
2017,8,24,81,0,4,0,0,30000
2017,8,25,77,0,5,0,0,25000
2017,8,26,77,0,6,1,0,135000
2017,8,27,77,0,0,1,0,125000
2017,8,28,75,0,1,0,0,18000
2017,8,29,69,1,2,0,0,3000
2017,8,30,79,1,3,0,0,17000
2017,8,31,82,0,4,0,0,10500
2017,9,1,72,0,5,0,0,2900
2017,9,2,67,1,6,1,0,3200
2017,9,3,71,1,0,1,0,700
2017,9,4,80,0,1,0,1,143500
2017,9,5,83,0,2,0,0,13500
2017,9,6,73,1,3,0,0,800
2017,9,7,73,1,4,0,0,3300
2017,9,8,73,0,5,0,0,2900
2017,9,9,70,0,6,1,0,18000
2017,9,10,73,0,0,1,0,34000
2018,5,26,87,0,1,0,0,208000
2018,5,27,77,1,2,0,0,300
2018,5,28,66,0,3,0,1,6000
2018,5,29,82,0,4,0,0,11000
2018,5,30,72,0,5,0,0,4600
2018,5,31,67,0,6,1,0,3000
2018,6,1,77,1,0,1,0,1350
2018,6,2,86,0,1,0,0,110000
2018,6,3,71,1,2,0,0,7000
2018,6,4,70,1,3,0,0,7000
2018,6,5,75,0,4,0,0,3700
2018,6,6,70,0,5,0,0,7000
2018,6,7,69,0,6,1,0,7500
2018,6,8,79,0,0,1,0,22500
2018,6,9,79,0,1,0,0,275000
2018,6,10,72,0,2,0,0,4000
2018,6,11,70,0,3,0,0,10500
2018,6,12,72,0,4,0,0,3700
2018,6,13,76,0,5,0,0,700
2018,6,14,85,0,6,1,0,3500
2018,6,15,75,0,0,1,0,12500
2018,6,16,82,0,1,0,0,231500
2018,6,17,88,0,2,0,0,108000
2018,6,18,87,1,3,0,0,80000
2018,6,19,88,0,4,0,0,25300
2018,6,20,80,0,5,0,0,12000
2018,6,21,82,1,6,1,0,27500
2018,6,22,73,0,0,1,0,4000
2018,6,23,66,1,1,0,0,18500
2018,6,24,82,1,2,0,0,60000
2018,6,25,81,0,3,0,0,18500
2018,6,26,75,0,4,0,0,9200
2018,6,27,73,1,5,0,0,5500
2018,6,28,82,1,6,1,0,6000
2018,6,29,89,0,0,1,0,105000
2018,6,30,92,0,1,0,0,330000
2018,7,1,94,0,2,0,0,265000
2018,7,2,92,0,3,0,0,10000
2018,7,3,88,0,4,0,0,15000
2018,7,4,87,0,5,0,1,225000
2018,7,5,88,0,6,1,0,8500
2018,7,6,83,1,0,1,0,2500
2018,7,7,75,0,1,0,0,85000
2018,7,8,80,0,2,0,0,202000
2018,7,9,86,0,3,0,0,28500
2018,7,10,91,0,4,0,0,31000
2018,7,11,86,0,5,0,0,19500
2018,7,12,83,1,6,1,0,17500
2018,7,13,82,0,0,1,0,11700
2018,7,14,87,0,1,0,0,44000
2018,7,15,84,1,2,0,0,21000
2018,7,16,89,0,3,0,0,56500
2018,7,17,86,1,4,0,0,6500
2018,7,18,85,0,5,0,0,22000
2018,7,19,81,0,6,1,0,8000
2018,7,20,81,0,0,1,0,28500
2018,7,21,77,1,1,0,0,25800
2018,7,22,81,1,2,0,0,15000
2018,7,23,83,1,3,0,0,7500
2018,7,24,84,0,4,0,0,13000
2018,7,25,79,1,5,0,0,2000
2018,7,26,86,0,6,1,0,8000
2018,7,27,87,1,0,1,0,13000
2018,7,28,87,0,1,0,0,75500
2018,7,29,83,0,2,0,0,65500
2018,7,30,79,0,3,0,0,12000
2018,7,31,81,0,4,0,0,12200
2018,8,1,88,0,5,0,0,8000
2018,8,2,87,1,6,1,0,17500
2018,8,3,86,1,0,1,0,5200
2018,8,4,86,1,1,0,0,19500
2018,8,5,91,0,2,0,0,218000
2018,8,6,92,0,3,0,0,55500
2018,8,7,88,1,4,0,0,178000
2018,8,8,88,1,5,0,0,14800
2018,8,9,89,1,6,1,0,9000
2018,8,10,88,0,0,1,0,28000
2018,8,11,80,1,1,0,0,2500
2018,8,12,83,1,2,0,0,23500
2018,8,13,76,1,3,0,0,2000
2018,8,14,84,1,4,0,0,581500
2018,8,15,90,0,5,0,0,28500
2018,8,16,90,0,6,1,0,26500
2018,8,17,87,0,0,1,0,29500
2018,8,18,87,1,1,0,0,57000
2018,8,19,74,1,2,0,0,200
2018,8,20,74,0,3,0,0,9000
2018,8,21,78,0,4,0,0,8500
2018,8,22,86,1,5,0,0,19000
2018,8,23,80,0,6,1,0,28500
2018,8,24,83,0,0,1,0,52500
2018,8,25,80,0,1,0,0,119500
2018,8,26,82,0,2,0,0,137500
2018,8,27,88,0,3,0,0,133500
2018,8,28,94,0,4,0,0,48
2018,8,29,95,0,5,0,0,70000
2018,8,30,90,0,6,1,0,45500
2018,8,31,80,0,0,1,0,7200
2018,9,1,78,0,1,0,0,44500
2018,9,2,81,0,2,0,0,81000
2018,9,3,88,0,3,0,1,229300
2018,9,4,92,0,4,0,0,70000
2018,9,5,88,0,5,0,0,7500
2018,9,6,93,1,6,1,0,17500
2018,9,7,77,0,0,1,0,2000
2018,9,8,71,0,1,0,0,6500
2018,9,9,64,1,2,0,0,500
